commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"simplify adding dynamic sub-fields to their dynamic parent object (#87866)          documentparsercontext holds all the dynamic mappers created while parsing a document, as well as dynamic object mappers on a separate map so they can be looked up by name quickly when parsing their sub-fields and looking for their parent field. for every sub-field, so far we looked up the corresponding object mapper and then call .newbuilder on it. calling newbuilder can be done already when the object mapper is added to the map, which simplifies the logic down the line as instead of creating a new builde for each sub-field, we re-use the same builder and add sub-fields to it. this has no effect on the resulting dynamic update, but it simplifies the code and it should have a positive impact on performance.     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"move the master stability logic into its own service separate from the healthindicatorservice (#87672)          this commit moves most of the logic of stablemasterhealthindicatorservice into coordinationdiagnosticsservice,     leaving only the parts that are specific to forming up the health api response.","[0, 0, 0, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 23, 9, 0, 0, 0, 0, 0, 0, 10, 3, 0, 0, 4, 0]",0,0,1
"ingest: move ingestdocument test ctor usage to static builder (#87770)          `ingestdocument` has a test constructor that takes a `sourceandmetadata` and `ingestmetadata` map.          however, that test constructor was also used from wire deserialization in `writeableingestdocument`     and during `xcontent` parsing.          this change moves test usage into test static builders and the wire usage into another static builder to     make the callers intent clear.          `ingestdocument`s constructed for test usage will not need metadata     validation performed on construction when that is added in a future commit.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 57, 2, 0, 49, 0]",0,0,1
"[ml] add authorization info to ml config listings (#87884)          ml datafeeds and data frame analytics jobs remember permissions     from their time of creation or most recent update. it can be     quite hard to determine what these are when listing their     configs, which can lead to uncertainty about whether some minor     update changed the permissions.          this change adds information about the permissions to the     config listings.          if the last update was from a user then the permissions used     are the roles they had at the time, and a list of these roles     is added to the new `authorization` field of the datafeed or     data frame analytics job config listing.          if the last update was using an api key then the permissions     of that api key are used for subsequent searches and the new     `authorization` field of the datafeed or data frame analytics     job config listing shows the api key name and id.          if a service account did the last update then the service     account name is added to the new `authorization` field of the     datafeed or data frame analytics job config listing.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0]",0,0,1
"fix followindexsecurityit.testautofollowpatterns (#87853)          the test followindexsecurityit.testautofollowpatterns sometimes     fails when verifying the monitoring documents about auto-follow     stats. i wasn't able to reproduce locally but i suspect that monitoring     collects auto-follow stats before they are updated. instead it should     collect auto follow stats monitoring documents once indices are     effectively followed.          there are also some index / auto-follow pattern conflicts with other     tests in the same class, so this pr also changes that. in case this     fix is not enough, the full monitoring documents should appear in     test log to help further debugging.          closes #84888     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
add more detail to assertion in transportservice (#87756)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"specify proper port range in internaltestcluster (#87885)          today nodes started in an `internaltestcluster` use `transport.port: 0`     and `http.port: 0` which selects a port from the ephemeral range. this     range is also used by other tests, notably rest tests, and this can lead     to collisions and consequent failures when nodes restart.          this commit restricts the range of ports using the same algorithm as in     `estestcase`, avoiding[^1] such collisions.          [^1]: technically this isn't quite enough because the ephemeral range on     some ci workers overlaps the ranges chosen by `estestcase`, but that's a     separate issue tracked in #87734          closes #87448","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
remove aliases list from indexabstraction (#87877)          we are not using this list outside of a couple of tests but setting it up     was a non-trivial contributor to the performance of building the indices lookup.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0]",1,1,1
"simplify bootstrap error logging (#87809)          during startup of elasticsearch we go to great lengths to present errors     in a meaningful way to users. over time, though, the error handling has     been amended to address various issues, and that has resulted in a     complicated system of try/catches handling various cases. one     particularly kludgy piece is removing the console logger in special     cases to avoid printing exceptions to the console. additionally, the     console removal wasn't actually effective because later in exception     handling the exception would be both logged anyways, and then also sent     to stderr, meaning that we could see the same exception several times.          this commit reworks how exceptions are logged during bootstrap. to     address the concern of printing full exceptions to the console, a new     log4j exception filter is added to the console appender which will only     print out the exception message and some additional explanatory info. to     address logging multiple times, the try/catch within init is removed so     that excpetions can propagate to the try/catch in main, which now     handles all exceptions. additionally, phase 1 (before logging) handles     it's own failure cases since there is definitely no logging at that     time. this simplifies the other failure cases latere so that they do not     need to check if logging has been initialized through sysprops.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 3, 11, 0, 0, 0, 0, 0, 2, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 12, 8, 0, 26, 6, 1]",0,0,1
"make cbe message creation more robust (#87881)          child circuit breakers rely on proper matching of acquire/release pairs.     this can be tricky to get right. if we get it wrong and accidentally     double-release a cb then it may end up with a negative `used` value.     this is definitely a bad situation in which to find ourselves, but today     in production it's made a whole lot worse because it causes exceptions     on every attempt to report a `circuitbreakerstats` or to construct a     parent `circuitbreakingexception`.          this commit makes the message construction and stats serialization a     little more robust so that it's clearer what is going on in production.          relates #86059","[0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 0, 0, 4, 0]",1,1,1
revert `make cbe message creation more robust (#87687)`          this reverts commit 9ff9026871e27310c307020abb1c3fef0d4fc880.     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 14, 18, 0, 0, 4, 0]",0,0,1
"fix rest azuresearchablesnapshotsit (#87855)          this commit increases the rest client socket timeout to 90 seconds     so the client does not retry the tests requests when azure is not     responding in a timely manner, this avoids confusing tests errors.          closes #87389     closes #86813","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"make cbe message creation more robust (#87687)          child circuit breakers rely on proper matching of acquire/release pairs.     this can be tricky to get right. if we get it wrong and accidentally     double-release a cb then it may end up with a negative `used` value.     this is definitely a bad situation in which to find ourselves, but today     in production it's made a whole lot worse because it causes exceptions     on every attempt to report a `circuitbreakerstats` or to construct a     parent `circuitbreakingexception`.          this commit makes the message construction and stats serialization a     little more robust so that it's clearer what is going on in production.          relates #86059.","[0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 0, 0, 4, 0]",1,1,1
checkstyle     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
upgrade checkstyle to 10.3 (#87792)          closes #83311.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"throw exception on illegal repositorydata updates (#87654)          in some edge cases we could attempt a broken write here today,     lets throw in addition to the assertion to not corrupt the repository     until a solution for the underlying problem is found.          relates #86889","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
added additional index.look_ahead_time validation (#87847)          added a requirement that index.look_ahead_time index setting     can't be lower than time_series.poll_interval setting.          additional changes:     * fixed a mistake in the docs that referenced indices.lifecycle.poll_interval     instead of time_series.poll_interval.     * moved index.look_ahead_time setting to data stream module.,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0]",1,0,0
"remove submitunbatchedstateupdatetask(...) usage from updatetimeseriesrangeservice (#87597)          this service periodically updates the cluster state in background     (updating `index.time_series.end_time` setting of the latest backing     index of all data streams). it was using the unbatched forbidden method.     this pr changes the service to use the     `clusterservice.submitstateupdatetask(...)` variant that uses task     executor. although it is unlikely that more than one concurrent update     is submitted from `updatetimeseriesrangeservice`, it is good to move     away from forbidden method usages. the executor is simple, in that it     just executes `updatetimeseriestemporalrange(...)` once if in the event     that multiple `updatetimeseriestask` are submitted.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
add rollover permissions for remote_monitoring_agent (#87717)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,1
"improve ownership handling of bytesref and bytesrefarray (#87660)          when de-serializing a bytesrefarray and creating a bytesrefhash from it, the ownership wasn't properly defined. this pr improves ownership handling and passing ownership. also fixes an unnecessary buffer cleaning on de-serialization.","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 0]",1,0,0
"add bytesrefstreamoutput (#87661)          add streamoutput that writes into bytesref(builder) that allows creating byterefs in situ, avoiding extra allocations.          relates #83055","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"adding a transport action to get cluster formation info (#87306)          this commit exposes clusterformationfailurehelper.clusterformationstate in a transport action (clusterformationinfoaction), with the intention that it be used as part of the master stability health check.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
handle empty point values in diskusage api (#87826)          the diskusage api can hit npe if the fieldinfos of points or doc-values     fields are still in segments; but the associated documents are gone.          closes #87761,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"fast build of allindicesarray in metadata.build (#87838)          no need to iterate this potentially enormous map twice to build the array,     just build it directly when iterating.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0]",0,0,1
"jvmservice use singleobjectcache (#87236)          in [[[store] add simple cache for     storestats]](https://github.com/elastic/elasticsearch/commit/85c611a1b70627b2d1a6fbd254668b4ae64dff2b),     @s1monw  introduced a simple cache for `storestats`, `fsstats`,     `networkstats`, `osstats`, `processstats`, but not `jvmstats`. this pr     we introduce the `singleobjectcache` into `jvmservice`. i also remove     the useless `synchronized` in `osservice#stats()`.","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 2]",0,0,1
"verify bulk response in tsdbdatastreamrestit (#87460)          version conflicts were returned, this is ok, because same timestamp and     routing values were provided. however, the tests should verify whether     the bulk response contains no error, so that we can catch future bugs.          adjusted the dummy data, so that we don't have documents that end up     generating the same time series id, which results in a bulk response     with no errors.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"rework testing conventions gradle plugin (#87213)          this pr reworks the testing conventions precommit plugin. this plugin now:     - is compatible with yaml, java rest tests and internalclustertest (aka different sourcesets per test type)     - enforces test base class and simple naming conventions (as it did before)     - adds one check task per test sourceset     - uses the worker api to improve task execution parallelism and encapsulation     - is gradle configuration cache compatible          this also ports the testingconventions integration testing to spock and removes the build-tools-internal/test kit folder that is not required anymore. we also add some common logic for testing java related gradle plugins.     we will apply further cleanup on other tests within our test suite in a dedicated follow up cleanup","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 0, 9, 2, 0]",0,0,1
make desired nodes api operator-only (#87778)          * remove desired nodes api from non_operator_actions          * add desired nodes to the operator privileges test          * add desired nodes privileges integration tests          resolves #87777.,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"[transform] add authorization info to transform config listings (#87570)          transforms remember permissions from their time of creation     or most recent update. it can be quite hard to determine what     these are when listing transform configs, which can lead to     uncertainty about whether some minor update changed the     permissions.          this change adds information about the permissions to the     config listings.          if the last update was from a user then the permissions used     are the roles they had at the time, and a list of these roles     is added to the new `authorization` field of the transform config     listing.          if the last update was using an api key then the permissions     of that api key are used for subsequent transform operations,     and the new `authorization` field of the transform config listing     shows the api key name and id.          if a service account did the last update then the service     account name is added to the new `authorization` field of the transform     config listing.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",0,0,1
