commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"Add excludedPackages parameter to broadcast          This parameter is useful for when a broadcast's intent is not targeting     specific package and it is not wanted to be delievered to a specific     one.          Test: Install two apps and create shell command argument to exlude     packages, verify the correct packages can receive or get     skipped. Verified with manifest and registered receivers.     Bug: 231635380     Bug: 210118427          Merged-In: I9a331f71c7052b294d4eada0f0f658dba989d881     Change-Id: I9a331f71c7052b294d4eada0f0f658dba989d881     (cherry picked from commit c0ce69bc8d5225e38214dfdc2636b2cb5a375546)     Merged-In: I9a331f71c7052b294d4eada0f0f658dba989d881     ","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 2, 17, 50, 0]","1","1","1"
"USB: Increase debounce time for DISCONNECT processing (revised)          Original patch: aosp/1539944          Bug: 207057578     Test: See details in b/209342433     Change-Id: I7ff58a1a9755939ccb26dad61969902ec91f2225     Signed-off-by: James Wei <jameswei@google.com>     (cherry picked from commit 06626cef7a9bc8a437aeb912a09484b2b0c922dc)     Merged-In: I7ff58a1a9755939ccb26dad61969902ec91f2225     (cherry picked from commit 615d5d653e036cbb6e09b0be35bdd6520aed9017)     Merged-In: I7ff58a1a9755939ccb26dad61969902ec91f2225     ","[0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","1","1","1"
"Merge `DO NOT MERGE Suppress notifications when device enter lockdown` into snap-temp-L01900000954560285","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"DO NOT MERGE Suppress notifications when device enter lockdown          This CL makes the following modifcations:     1. Add LockPatternUtils.StrongAuthTracker to monitor     the lockdown mode status of the phone.     2. Call mListeners.notifyRemovedLocked with all the     notifications in the mNotificationList when entering     the lockdown mode.     3. Call mListeners.notifyPostedLocked with all the     notifications in the mNotificationList when exiting     the lockdown mode.     4. Dismiss the function calls of notifyPostedLocked,     notifyRemovedLocked, and notifyRankingUpdateLocked     during the lockdown mode.          The CL also adds corresponding tests.          Bug: 173721373     Test: atest NotificationManagerServiceTest     Test: atest NotificationListenersTest     Test: manually verify the paired device cannot receive     notifications when the host phone is in lockdown mode.     Ignore-AOSP-First: pending fix for a security issue.          Change-Id: I7e83544863eeadf8272b6ff8a9bb8136d6466203     Merged-In: I7e83544863eeadf8272b6ff8a9bb8136d6466203     (cherry picked from commit 3cb6842a053e236cc98d7616ba4433c31ffda3ac)     (cherry picked from commit 62845d9af7d9695d1019bd6d8b0ccb223ace52d3)     Merged-In: I7e83544863eeadf8272b6ff8a9bb8136d6466203     ","[0, 0, 0, 2, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0]","1","1","1"
"[DO NOT MERGE] Do not clear calling identify when using BiometricPrompt from FingerprintService.          Bug: 214261879     Test: atest AuthControllerTest     Test: Manually verify with test apps in bug     Change-Id: I8ae9f2b8a970bf7e5d32121dc358f7d0f0d060b8     (cherry picked from commit 2d60fb3647a838c4c7f10c6f98bf98be4508b119)     Merged-In: I8ae9f2b8a970bf7e5d32121dc358f7d0f0d060b8     ","[0, 0, 0, 0, 7, 1, 0, 2, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 24, 0, 2, 9, 0]","1","1","1"
"Log to EventLog on prepareUserStorage failure          Bug: 224585613     Change-Id: Id6dfb4f4c48d5cf4e71f54bdb6d0d6eea527caf5     Merged-In: Id6dfb4f4c48d5cf4e71f54bdb6d0d6eea527caf5     (cherry picked from commit 7d4ab9b698a83f131585f25662ac9211302a3400)     Merged-In: Id6dfb4f4c48d5cf4e71f54bdb6d0d6eea527caf5     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","1","1","1"
"Merge `Ignore errors preparing user storage for existing users` into snap-temp-L01900000954560285","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Ignore errors preparing user storage for existing users          Unfortunately we can't rule out the existence of devices where the user     storage wasn't properly prepared, due to StorageManagerService     previously ignoring errors from mVold.prepareUserStorage, combined with     OEMs potentially creating files in per-user directories too early.  And     forcing these broken devices to be factory reset upon taking an OTA is     not currently considered to be acceptable.          One option is to only check for prepareUserStorage errors on devices     that launched with T or later.  However, this is a serious issue and it     would be strongly preferable to do more than that.          Therefore, this CL makes it so that errors are checked for all new     users, rather than all new devices.  A field ignorePrepareStorageErrors     is added to the user record; it is only ever set to true implicitly,     when reading a user record from disk that lacks this field.  This field     is used by StorageManagerService to decide whether to check for errors.          Bug: 164488924     Bug: 224585613     Test: Intentionally made a device affected by this issue by reverting     the CLs that introduced the error checks, and changing vold to     inject an error into prepareUserStorage.   Then, flashed a build     with this CL without wiping userdata.  The device still boots, as     expected, and the log shows that the error was intentionally     ignored.  Tested that if a second user is added, the error is     *not* ignored and the second user's storage is destroyed before it     can be used.  Finally, wiped the device and verified that it won't     boot up anymore, as expected since error checking is enabled for     the system user in that case.     Change-Id: I9bdd1a4bf5b14542adb901f264a91d489115c89b     (cherry picked from commit 60d8318c47b7b659716d71243d087b34ab327f64)     Merged-In: I9bdd1a4bf5b14542adb901f264a91d489115c89b     (cherry picked from commit e667b604021e543436aabece21dc78d19fe9948e)     Merged-In: I9bdd1a4bf5b14542adb901f264a91d489115c89b     ","[0, 0, 0, 0, 4, 2, 0, 1, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 2, 0, 0]","1","1","1"
"UserDataPreparer: reboot to recovery for system user only          With the next CL, old devices might contain a combination of old users     with prepareUserStorage error checking disabled and new users with     prepareUserStorage error checking enabled.  Factory resetting the whole     device when any user fails to prepare may be too aggressive.  Also,     UserDataPreparer already destroys the affected user's storage when it     fails to prepare, which seems to be fairly effective at breaking things     for that user (absent proper error handling by upper layers).          Therefore, let's only factory reset the device if the failing user is     the system user.          Bug: 164488924     Bug: 224585613     Change-Id: Ia1db01ab4ec6b3b17d725f391c3500d92aa00f97     (cherry picked from commit 4c76da76c9831266e4e63c0618150bed10a929a7)     Merged-In: Ia1db01ab4ec6b3b17d725f391c3500d92aa00f97     (cherry picked from commit fd31f740ce5e7beb342e0e21b983de1100782bdb)     Merged-In: Ia1db01ab4ec6b3b17d725f391c3500d92aa00f97     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0]","1","1","1"
"Merge `UserDataPreparer: reboot to recovery if preparing user storage fails` into snap-temp-L01900000954560285","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"UserDataPreparer: reboot to recovery if preparing user storage fails          StorageManager.prepareUserStorage() can throw an exception if a     directory cannot be encrypted, for example due to already being     nonempty.  In this case, usage of the directory must not be allowed to     proceed.  UserDataPreparer currently handles this by deleting the user's     directories, but the error is still ultimately suppressed and starting     the user is still allowed to proceed.          The correct behavior in this case is to reboot into recovery to ask the     user to factory reset the device.  This is already what happens when     'init' fails to encrypt a directory with the system DE policy.  However,     this was overlooked for the user directories.  Start doing this.          Bug: 164488924     Bug: 224585613     Change-Id: Ib5e91d2510b25780d7a161b91b5cee2f6f7a2e54     (cherry picked from commit 5256365e65882b81509ec2f6b9dfe2dcf0025254)     Merged-In: Ib5e91d2510b25780d7a161b91b5cee2f6f7a2e54     (cherry picked from commit e1f17026ca80e43952fcc5d3a246615b711eba0a)     Merged-In: Ib5e91d2510b25780d7a161b91b5cee2f6f7a2e54     ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 1, 1, 0]","1","1","1"
"StorageManagerService: don't ignore failures to prepare user storage          We must never leave directories unencrypted.          Bug: 164488924     Bug: 224585613     Change-Id: I9a38ab5cca1ae9c9ebff81fca04615fd83ebe4b2     (cherry picked from commit 50946dd15fd14cbf92b5c7e32ac7a0f088b8b302)     Merged-In: I9a38ab5cca1ae9c9ebff81fca04615fd83ebe4b2     (cherry picked from commit 567e7a0476a3251d02705932268cd5f395ef863f)     Merged-In: I9a38ab5cca1ae9c9ebff81fca04615fd83ebe4b2     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]","1","1","1"
"Merge `Use token to identify IKE Session` am: 2775f8a1d1          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2083849          Change-Id: I7c5a1a283368fd7ccc2d83b51744dc5081c679ea     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Fix bug in Blend that did not use options.          For one of the many variants of Blend, a cut&paste error made     that the options were not passed.          This was not caught because no test exercised this.          I've added the test (in a related CL) and fixed the bug.          Bug: 178718752     Test: Ran the RS Java tests     Change-Id: Ide2fef96137ffd89e4431cf15be5df398036d909     Merged-In: Ide2fef96137ffd89e4431cf15be5df398036d909     (cherry picked from commit a2c6eb2f1a1fedb24ab1d981525b2f3fab84e614)     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","1","1","1"
"Merge `Use token to identify IKE Session`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Address leftover comments of ag/18108411          Bug: 229799060     Test: atest FrameworksNetTests:VpnTest     Change-Id: Iade04ede17b9371e530556acb2bd84c4b57c1581     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge changes I0b129ec3,I49a5aee1 am: d34c7307f6          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2097774          Change-Id: I3b98b1e253e789098341134339f9180b0b8d8db7     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge changes I0b129ec3,I49a5aee1          * changes:     Address leftover comments of ag/18112116     Rename vars of Ikev2VpnRunner     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `PBAP: Do not set phonebook access to ACCESS_REJECTED automatically` am: 01447fa5e4          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2098810          Change-Id: I3ab9e0feacf561193d6da65f659eff3db8aa251c     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"PBAP: Do not set phonebook access to ACCESS_REJECTED automatically          The value is saved in SharedPreferences. However, it will return ACCESS_UNKNOWN in several cases. We shouldn't set it as rejected automatically. We should ask user when PBAP connect.          Bug: 230712201     Test: manual     Change-Id: Ia3f373b9799cf02c47dc782688430fb234491f61     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Make registrationState consistent with RoamType in case of override` am: ecb5d530c2          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2098372          Change-Id: I5eea47ee7b4c1bcd3537e825da7622fa6a7e2fc9     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Make registrationState consistent with RoamType in case of override          Bug: 231357778     Test: manual + atest frameworks/opt/telephony/tests/telephonytests/src/com/android/internal/telephony/NetworkRegistrationInfoTest.java     Merged-In: Ibf74839f688df587d1f791795924a8152c52e3dc     Change-Id: Ibf74839f688df587d1f791795924a8152c52e3dc     ","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 0]","1","1","1"
"Merge `MediaCodec: don't cache buffers until requested` am: 4f9ab851b3          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2092586          Change-Id: Id528acf63dc708194f1a4bbe2250a9261e0b6359     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `MediaCodec: don't cache buffers until requested`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"MediaCodec: don't cache buffers until requested          Bug: 189889230     Test: manual & presubmit     Change-Id: I4caca59d6854416cedb6758fe66aefaacb69beb7     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]","1","1","1"
"Use token to identify IKE Session          This commit updates VPN to use an integer token to identify an IKE     Session.          This is a preparation commit to enable IKE mobility where an IKE     Session will be able to migrate to a different network and thus network     can no longer identify an IKE Session.          Bug: 192077544     Test: atest IkeV2VpnTest     Test: atest com.android.server.connectivity.VpnTest     Change-Id: I18d9a049587d7dfc05e2143320431014d053abbc     ","[0, 0, 0, 0, 4, 3, 6, 0, 0, 0, 0, 18, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 53, 4, 0, 0, 30, 0]","1","1","1"
"Merge `Add new Telephony feature flags and update API annotations` am: 3d7b4e4ded          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/1910630          Change-Id: Iaef6cfaa107be10d533d3e63ddcafe27806a82e7     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Add new Telephony feature flags and update API annotations`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Keystore: Wire X25519 key agreement` am: a1ae227bc2          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2096717          Change-Id: I6453cd2b202059704b41366cbf843af035c2c880     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Keystore: Wire X25519 key agreement`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `Fix ZipFilePerfTest issues by closing the file in each loop iteration.` am: 90c3935195          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2096495          Change-Id: I04a900eafdae1150a415a7bd3eaf8d7e13234c82     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Separate timeNumberFormatTrivialFormatLong into its own file and delete HostnameVerifierTest.` am: 2385e75640          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2096494          Change-Id: I75b12788d305d93e3d0a84e8fdc7f54c7270f82a     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Add SDK level check to adding sandbox UIDs.` am: e202bd7dcb          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2096718          Change-Id: Idcffcd8ba77bc5d9012efdaa7ecaf32e7c0bb032     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Fix ZipFilePerfTest issues by closing the file in each loop iteration.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Fix ZipFilePerfTest issues by closing the file in each loop iteration.          Test: atest ZipFilePerfTest     Bug: 231407205     Change-Id: Ie37da23b9e8468588893a3d4673b6a6350631408     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","1","1","1"
"Merge `Separate timeNumberFormatTrivialFormatLong into its own file and delete HostnameVerifierTest.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Add SDK level check to adding sandbox UIDs.          ConnectivityServiceTest builds against the latest Vpn framework code,     but when run on an older base image (eg 'S'), said framework code might     run into runtime errors calling new APIs. Until the test is decoupled,     do the SDK level check here.          Bug: 230548427     Bug: 232420362     Test: Build     Change-Id: If453e16e680f46cf2b9eb769e5607fb5513b32ac     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Address leftover comments of ag/18112116          Bug: 225010642     Test: atest FrameworksNetTests:VpnTest     Change-Id: I0b129ec322159f608c447f608a4e11bed1971b55     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0]","1","1","1"
"Rename vars of Ikev2VpnRunner          There is already a var which is named mNetworkCapabilities in Vpn     class. In order to simply distinguish Vpn#mNetworkCapabilities and     Ikev2VpnRunner#mNetworkCapabilities, rename the one in     Ikev2VpnRunner to mUnderlyingNetworkCapabilities, also change     Ikev2VpnRunner#mLinkProperties to mUnderlyingLinkProperties.          Bug: 191413541     Test: atest FrameworksNetTest#VpnTest     Change-Id: I49a5aee159baa1d1583abb94d73da9fbc03ffe07     ","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0]","1","1","1"
"Merge `Unhide LogSessionId constant.` am: 2274d85fe6          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2090583          Change-Id: I0c2c0634e9250d7d3126fee54018fdf42722f55f     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
